23.82,27,1.192,0.485
24.06,27,1.233,0.416
24.285,27,1.264,0.288
24.525,81,2.696,0.458
24.75,81,2.781,0.384
24.99,27,1.286,0.078
24.99,14,3.761,0.425
25.215,27,1.269,0.012
25.215,18,4.401,0.499
25.455,27,1.247,-0.025
25.68,27,1.243,-0.043
25.68,18,4.471,0.455
26.16,63,3.368,-0.2
26.16,18,4.441,0.436
26.385,72,5.867,0.096
26.625,27,1.18,-0.041
26.865,45,6.404,-0.28
26.865,18,4.401,0.44
27.09,90,7.631,0.076
27.09,18,4.401,0.435
27.33,18,4.471,0.389
27.555,72,5.747,-0.037
27.555,18,4.579,0.312
27.795,18,4.657,0.197
27.795,61,2.248,0.475
28.035,63,2.863,-0.546
28.035,61,2.324,0.404
28.26,14,3.811,-0.037
28.26,61,2.388,0.329
28.5,18,4.718,-0.077
28.5,61,2.443,0.207
28.785,14,3.665,-0.217
28.785,61,2.45,0.144
29.025,81,2.443,-0.475
29.025,5,2.04,0.518
29.265,5,2.076,0.482
29.49,61,2.43,-0.029
29.49,5,2.082,0.444
29.73,61,2.388,-0.1
29.73,5,2.114,0.389
29.97,18,4.216,-0.433
29.97,5,2.122,0.36
30.21,61,2.369,-0.186
30.21,5,2.168,0.316
30.45,61,2.316,-0.202
30.45,5,2.126,0.321
30.705,61,2.302,-0.208
30.705,5,2.116,0.325
30.945,14,3.109,-0.55
30.945,5,2.088,0.33
31.17,7,3.916,0.183
31.17,5,2.124,0.3
31.41,5,2.113,0.246
31.65,5,2.123,0.207
31.89,5,2.123,0.164
32.13,5,2.134,0.104
32.37,5,2.146,0.066
32.37,36,2.265,0.517
32.595,5,2.113,-0.004
32.595,36,2.325,0.442
32.835,36,2.366,0.399
33.075,36,2.392,0.347
33.075,70,3.398,0.509
33.315,70,3.515,0.431
33.54,36,2.458,0.218
33.54,70,3.58,0.378
33.78,36,2.471,0.147
33.78,70,3.637,0.309
34.02,70,3.73,0.216
34.26,70,3.739,0.147
34.5,70,3.796,0.076
34.725,70,3.761,-0.047
34.965,70,3.715,-0.128
35.205,70,3.64,-0.246
35.43,70,3.567,-0.326
35.67,70,3.424,-0.405
35.91,70,3.211,-0.534
36.135,54,2.645,0.45
36.375,54,2.727,0.378
36.6,54,2.808,0.261
36.6,16,1.116,0.365
