15.165,18,2.957,-0.432
15.165,81,1.294,0.086
15.165,7,4.241,0.322
15.165,61,2.241,0.444
15.165,5,3.15,0.486
15.405,18,2.941,-0.429
15.405,81,1.269,0.092
15.405,7,4.157,0.331
15.405,61,2.213,0.452
15.645,18,2.934,-0.432
15.645,81,1.257,0.092
15.645,7,4.13,0.321
15.645,61,2.206,0.455
15.915,61,2.189,0.458
16.185,7,4.014,0.414
16.47,18,2.96,-0.348
16.47,7,3.959,0.414
16.74,14,1.737,-0.505
16.74,18,3.047,-0.266
16.74,81,1.153,0.254
16.995,81,1.14,0.276
17.265,14,1.712,-0.485
17.265,81,1.12,0.281
17.565,81,1.081,0.326
17.82,14,1.758,-0.385
17.835,18,3.013,-0.179
17.835,81,1.052,0.371
18.09,81,1.041,0.378
18.345,81,1.013,0.397
18.615,14,1.803,-0.269
18.615,18,3.004,-0.076
18.615,81,0.968,0.468
18.78,14,1.803,-0.269
18.78,18,3.004,-0.076
18.78,81,0.968,0.468
18.93,14,1.803,-0.269
18.93,18,3.004,-0.076
18.93,81,0.968,0.468
19.26,14,1.802,-0.17
19.26,18,2.976,-0.011
19.515,14,1.799,-0.159
19.515,18,2.951,-0.01
19.755,14,1.788,-0.152
19.755,18,2.946,-0.01
19.995,14,1.794,-0.086
19.995,18,2.911,0.044
20.235,14,1.774,-0.056
20.235,18,2.896,0.069
20.49,14,1.773,-0.049
20.49,18,2.894,0.069
20.73,14,1.76,0.011
20.73,18,2.845,0.121
20.97,72,2.793,-0.53
20.97,14,1.739,0.091
20.97,18,2.793,0.193
21.21,90,4.3,-0.589
21.21,72,2.847,-0.483
21.21,14,1.71,0.157
21.21,18,2.748,0.246
21.465,90,4.316,-0.579
21.465,72,2.837,-0.478
21.465,14,1.699,0.172
21.465,18,2.734,0.254
21.945,90,4.252,-0.587
21.945,72,2.83,-0.479
21.945,14,1.688,0.195
21.945,18,2.793,0.256
22.2,90,4.252,-0.579
22.2,72,2.817,-0.479
22.2,14,1.681,0.205
22.2,18,2.809,0.256
22.455,18,2.784,0.267
22.605,14,1.67,0.226
22.605,18,2.784,0.267
22.77,18,2.784,0.267
23.01,72,2.893,-0.419
23.265,18,2.587,0.357
23.52,14,1.57,0.345
23.76,14,1.536,0.385
24.015,72,2.929,-0.261
24.255,72,2.924,-0.248
24.51,72,2.927,-0.246
24.765,72,2.897,-0.244
25.005,72,2.91,-0.244
25.26,72,2.893,-0.244
25.5,72,2.888,-0.225
25.755,72,2.877,-0.18
25.995,72,2.885,-0.152
26.25,72,2.894,-0.128
26.49,72,2.869,-0.117
26.73,90,4.624,-0.21
26.73,72,2.844,-0.107
26.97,90,4.598,-0.208
26.97,72,2.845,-0.105
27.21,90,4.56,-0.219
27.21,72,2.814,-0.114
27.465,90,4.594,-0.214
27.465,72,2.84,-0.119
27.705,72,2.795,-0.119
27.96,90,4.521,-0.226
27.96,72,2.76,-0.122
28.2,90,4.521,-0.221
28.2,72,2.738,-0.12
28.44,72,2.721,-0.113
28.71,90,4.451,-0.224
28.71,72,2.699,-0.119
28.95,90,4.405,-0.238
28.95,72,2.676,-0.128
29.205,72,2.672,-0.13
29.43,72,2.639,-0.13
29.67,72,2.642,-0.129
29.91,72,2.602,-0.142
30.15,90,4.378,-0.248
30.15,72,2.592,-0.142
30.39,72,2.608,-0.141
30.63,72,2.566,-0.152
30.87,72,2.547,-0.153
31.11,72,2.524,-0.146
31.35,72,2.518,-0.147
31.59,72,2.482,-0.15
31.83,72,2.468,-0.161
32.07,72,2.465,-0.161
32.31,72,2.459,-0.161
32.55,72,2.442,-0.165
32.79,72,2.41,-0.163
33.03,90,4.134,-0.273
33.03,72,2.384,-0.168
33.27,90,4.071,-0.278
33.27,72,2.375,-0.174
33.51,90,4.071,-0.28
33.51,72,2.351,-0.177
33.75,90,4.071,-0.285
33.75,72,2.334,-0.18
33.99,90,4.043,-0.289
33.99,72,2.325,-0.183
34.23,90,4.056,-0.29
34.23,72,2.292,-0.182
34.485,90,3.992,-0.293
34.485,72,2.286,-0.189
34.725,90,4.014,-0.289
34.725,72,2.272,-0.185
34.965,90,3.965,-0.29
34.965,72,2.252,-0.186
35.205,90,3.959,-0.297
35.205,72,2.223,-0.19
35.445,90,3.918,-0.306
35.445,72,2.21,-0.204
35.685,90,3.905,-0.316
35.685,72,2.2,-0.213
35.925,90,3.905,-0.313
35.925,72,2.174,-0.216
