12.51,81,2.601,-0.16
12.75,81,2.621,-0.042
12.975,81,2.612,0.04
13.215,61,1.269,0.041
13.215,81,2.579,0.153
13.44,81,2.535,0.228
13.665,61,1.232,0.195
13.665,81,2.471,0.306
13.905,61,1.184,0.305
14.13,61,1.148,0.373
14.355,27,2.8,-0.073
14.58,27,2.803,0.001
14.805,27,2.748,0.116
15.255,27,2.673,0.256
15.93,41,2.679,-0.064
16.695,41,2.704,-0.016
16.92,41,2.697,-0.014
17.16,41,2.697,-0.014
17.61,41,2.722,-0.017
17.85,16,3.002,-0.256
17.85,41,2.697,-0.019
18.075,41,2.697,-0.018
18.33,16,2.941,-0.26
18.33,41,2.697,-0.016
18.795,41,2.722,-0.008
19.02,41,2.722,-0.007
19.26,41,2.722,-0.009
19.725,41,2.748,-0.003
19.875,16,2.893,-0.261
19.875,41,2.748,-0.003
20.025,41,2.748,-0.003
20.34,41,2.748,-0
20.58,16,2.855,-0.266
20.58,41,2.745,0.001
20.805,41,2.748,0.002
21.03,41,2.725,0.002
21.27,16,2.8,-0.269
21.27,41,2.722,0.001
21.72,41,2.748,0.011
21.96,16,2.778,-0.276
21.96,41,2.722,0.009
22.2,41,2.72,0.013
22.425,41,2.722,0.016
23.115,41,2.706,0.028
23.355,41,2.697,0.035
23.58,16,2.697,-0.281
23.58,41,2.679,0.038
23.805,41,2.673,0.042
24.045,41,2.649,0.048
24.27,16,2.661,-0.283
24.27,41,2.639,0.054
24.51,41,2.625,0.055
24.735,41,2.616,0.062
24.975,16,2.63,-0.288
24.975,41,2.602,0.067
25.68,16,2.68,-0.138
25.905,16,2.697,-0.02
26.145,16,2.697,0.053
26.37,25,2.391,-0.572
26.37,54,3.89,-0.211
26.37,32,2.006,0.022
26.37,16,2.675,0.13
26.61,16,2.602,0.246
27.12,54,3.943,0.105
27.375,25,2.729,-0.174
27.615,36,1.289,-0.478
27.615,25,2.739,-0.051
27.855,25,2.748,0.027
28.11,25,2.722,0.107
28.575,70,2.501,-0.404
28.575,36,1.389,-0.158
28.815,70,2.528,-0.341
28.815,36,1.38,-0.104
28.815,25,2.535,0.347
29.055,36,1.39,-0.097
29.31,36,1.356,-0.056
29.55,36,1.337,-0.017
30.03,70,2.518,-0.271
30.03,36,1.314,-0.038
30.27,25,2.362,0.432
30.495,25,2.335,0.445
30.975,36,1.247,-0.044
30.975,25,2.336,0.419
31.2,36,1.229,-0.076
31.455,36,1.21,-0.145
31.455,25,2.432,0.304
31.68,36,1.191,-0.208
31.68,25,2.454,0.25
31.92,36,1.161,-0.283
31.92,25,2.491,0.184
32.145,25,2.496,0.136
32.385,36,1.109,-0.4
32.385,25,2.508,0.079
32.61,25,2.498,-0.008
32.85,25,2.492,-0.07
33.315,54,3.643,0.17
33.54,54,3.69,0.121
33.78,25,2.372,-0.282
34.005,54,3.643,0.015
34.455,16,2.335,0.318
34.695,16,2.366,0.281
34.695,32,1.521,0.467
34.92,16,2.391,0.216
34.92,32,1.564,0.407
35.16,16,2.4,0.169
35.16,32,1.588,0.362
35.385,54,3.51,-0.278
35.385,16,2.414,0.14
35.385,32,1.603,0.337
35.625,54,3.51,-0.29
35.625,16,2.413,0.131
35.625,32,1.598,0.328
35.865,16,2.401,0.138
36.09,16,2.39,0.128
36.09,32,1.581,0.329
36.33,16,2.391,0.134
36.57,16,2.363,0.13
36.57,32,1.552,0.332
36.795,16,2.358,0.133
36.795,32,1.543,0.337
37.035,32,1.531,0.339
37.275,32,1.527,0.337
37.77,32,1.505,0.344
38.01,32,1.498,0.344
38.52,16,2.293,0.137
38.52,32,1.479,0.351
38.76,32,1.469,0.354
39,32,1.457,0.351
39.24,16,2.261,0.139
39.255,32,1.449,0.36
39.735,16,2.237,0.154
39.735,32,1.428,0.365
39.96,16,2.235,0.153
39.96,32,1.422,0.365
40.44,16,2.217,0.15
40.44,32,1.409,0.352
40.665,16,2.21,0.144
40.665,32,1.404,0.36
41.16,32,1.369,0.365
41.64,16,2.15,0.151
41.64,32,1.342,0.377
42.105,16,2.118,0.154
42.105,32,1.304,0.382
43.26,16,2.047,0.175
43.74,16,2.007,0.165
43.965,16,2.019,0.101
44.19,16,2.006,0.02
44.19,32,1.234,0.305
44.655,32,1.239,0.161
44.88,32,1.234,0.097
46.935,27,2.061,0.1
47.16,27,2.049,0.036
47.4,27,2.048,-0.016
47.625,27,2.021,-0.111
47.865,27,1.991,-0.144
48.09,27,1.96,-0.202
48.33,27,1.915,-0.277
48.57,27,1.882,-0.304
48.57,81,2.474,0.397
48.81,27,1.847,-0.351
48.81,63,3.738,0.124
48.81,81,2.502,0.361
49.035,27,1.795,-0.407
49.035,63,3.738,0.079
49.035,81,2.513,0.319
49.515,27,1.717,-0.483
49.755,27,1.67,-0.527
49.755,63,3.695,-0.03
49.755,9,5.062,0.123
49.755,81,2.573,0.214
50.22,81,2.602,0.047
50.22,61,1.381,0.474
50.49,81,2.604,0.012
50.49,61,1.404,0.44
50.73,61,1.442,0.361
50.985,61,1.472,0.297
51.225,61,1.493,0.173
51.72,61,1.491,0.052
51.72,14,3.165,0.341
52.215,14,3.25,0.279
52.47,61,1.431,-0.05
52.47,14,3.259,0.26
52.71,61,1.422,-0.059
52.98,81,2.087,-0.569
52.98,61,1.395,-0.067
52.98,18,3.765,0.007
53.22,90,6.824,-0.269
53.22,61,1.374,-0.06
53.22,18,3.754,-0.003
53.22,14,3.275,0.243
53.46,61,1.361,-0.081
53.46,18,3.777,-0.001
53.7,90,6.876,-0.259
53.7,61,1.344,-0.072
53.7,18,3.73,0.008
53.7,14,3.25,0.26
53.94,61,1.333,-0.073
53.94,18,3.706,0.018
54.18,61,1.308,-0.079
54.18,18,3.69,0.001
54.18,14,3.254,0.257
54.42,90,6.667,-0.272
54.42,61,1.288,-0.087
54.42,18,3.668,-0.003
54.42,14,3.263,0.255
54.66,61,1.278,-0.071
54.66,18,3.69,0.007
54.9,61,1.26,-0.083
54.9,18,3.641,0.002
54.9,14,3.236,0.264
55.14,90,6.6,-0.26
55.14,61,1.237,-0.077
55.14,18,3.611,0.01
55.14,14,3.228,0.273
55.395,61,1.251,-0.106
55.395,18,3.625,0.019
55.635,61,1.205,-0.07
55.635,14,3.236,0.283
55.875,90,6.6,-0.263
55.875,18,3.578,0.014
55.875,14,3.229,0.283
56.115,18,3.541,0.006
56.115,14,3.2,0.277
56.37,61,1.155,-0.089
56.37,14,3.24,0.273
56.64,61,1.136,-0.087
56.64,18,3.51,-0.008
56.895,14,3.236,0.278
57.15,18,3.494,-0.003
57.15,14,3.236,0.277
57.39,61,1.083,-0.092
57.405,18,3.482,-0.006
57.405,14,3.245,0.275
57.645,90,6.448,-0.297
57.645,61,1.068,-0.084
57.645,18,3.462,-0.013
57.645,14,3.236,0.268
58.14,61,1.029,-0.082
58.14,18,3.411,-0.019
58.14,14,3.236,0.272
58.44,18,3.387,-0.024
58.8,61,0.984,-0.122
58.8,14,3.236,0.279
59.64,18,3.294,-0.121
59.88,18,3.225,-0.228
59.88,14,3.367,0.07
60.105,14,3.387,0.018
60.345,14,3.387,-0.067
60.585,14,3.379,-0.119
60.825,14,3.317,-0.202
61.305,14,3.236,-0.316
61.545,7,1.967,0.427
61.785,7,2.008,0.374
62.01,7,2.048,0.325
62.25,7,2.064,0.28
62.49,7,2.08,0.239
62.73,7,2.092,0.202
62.97,7,2.084,0.197
63.21,7,2.077,0.194
63.45,7,2.067,0.194
63.69,7,2.065,0.196
63.945,7,2.045,0.197
64.2,7,2.04,0.198
64.455,7,2.025,0.195
64.71,7,2.022,0.198
64.965,7,2.015,0.199
65.22,7,1.998,0.2
65.46,7,1.986,0.201
65.745,7,1.975,0.203
66,7,1.967,0.202
66.255,7,1.959,0.204
66.495,7,1.95,0.207
66.735,7,1.941,0.208
66.975,7,1.935,0.207
67.23,7,1.934,0.208
67.47,7,1.927,0.212
67.71,7,1.904,0.212
67.965,7,1.896,0.213
68.22,7,1.898,0.214
68.475,7,1.883,0.215
68.715,7,1.878,0.215
68.97,7,1.866,0.216
69.21,7,1.866,0.218
69.465,7,1.848,0.219
69.72,7,1.856,0.217
69.975,7,1.841,0.219
70.215,7,1.823,0.218
70.455,7,1.794,0.22
70.71,7,1.787,0.221
70.95,7,1.792,0.142
71.175,7,1.79,0.072
71.415,7,1.772,-0.038
71.655,7,1.75,-0.113
71.895,7,1.718,-0.194
72.135,7,1.648,-0.319
72.375,7,1.594,-0.398
72.615,7,1.528,-0.483
73.575,70,2.778,0.343
73.815,70,2.855,0.277
74.04,36,1.538,0.414
74.28,36,1.572,0.339
74.52,36,1.606,0.238
74.745,70,2.879,-0.116
74.745,36,1.622,0.169
74.985,36,1.627,0.091
75.21,36,1.607,-0.027
75.21,25,2.827,0.302
75.675,25,2.912,0.16
76.14,25,2.892,-0.031
76.365,36,1.419,-0.428
76.605,25,2.883,0.012
76.83,36,1.475,-0.242
77.055,36,1.49,-0.228
77.295,36,1.482,-0.159
77.52,36,1.477,-0.114
77.76,25,2.697,0.311
77.985,36,1.458,-0.004
78.225,36,1.456,0.021
78.225,25,2.579,0.399
78.465,36,1.428,0.044
78.465,25,2.535,0.415
78.945,36,1.409,0.046
79.17,36,1.409,0.049
79.17,25,2.515,0.422
79.41,36,1.395,0.051
79.65,36,1.378,0.051
79.65,25,2.492,0.436
79.89,36,1.361,0.048
80.13,70,2.519,-0.251
80.13,25,2.456,0.43
80.37,36,1.327,0.051
80.835,25,2.417,0.434
81.315,36,1.266,0.049
81.315,25,2.376,0.441
81.78,70,2.412,-0.263
81.78,36,1.241,0.049
82.02,70,2.411,-0.267
82.26,70,2.383,-0.268
82.26,36,1.211,0.025
82.5,70,2.367,-0.269
82.5,36,1.188,0.058
82.5,25,2.301,0.453
82.74,70,2.363,-0.263
82.98,36,1.152,0.054
83.22,70,2.32,-0.272
83.22,36,1.143,0.065
83.46,70,2.305,-0.277
83.46,36,1.118,0.062
83.7,70,2.284,-0.277
83.7,36,1.108,0.063
83.7,25,2.214,0.468
84.18,36,1.098,0.059
84.645,36,1.061,0.059
85.125,36,1.026,0.061
85.125,25,2.155,0.461
85.605,70,2.191,-0.296
85.83,36,0.985,0.051
86.07,70,2.181,-0.317
86.31,70,2.141,-0.3
86.31,36,0.958,0.048
86.55,36,0.938,0.014
86.79,25,2.134,0.424
87.03,25,2.138,0.385
87.255,70,1.917,-0.513
87.495,25,2.23,0.242
87.72,36,0.831,-0.281
87.72,25,2.247,0.145
87.96,25,2.25,0.063
88.185,25,2.244,-0.011
88.665,25,2.181,-0.178
