0,3.6894,-3.0569,-2.1455
0.015,3.6895,-3.057,-2.1458
0.03,3.6895,-3.057,-2.1461
0.045,3.6895,-3.057,-2.1463
0.06,3.6896,-3.057,-2.1467
0.075,3.6896,-3.057,-2.1469
0.09,3.6896,-3.057,-2.147
0.105,3.6897,-3.057,-2.1474
0.12,3.6896,-3.057,-2.1475
0.135,3.6896,-3.057,-2.1474
0.15,3.6896,-3.0569,-2.147
0.165,3.6896,-3.0569,-2.1466
0.18,3.6895,-3.0569,-2.1464
0.195,3.6895,-3.0569,-2.1462
0.21,3.6895,-3.0569,-2.1461
0.225,3.6894,-3.0569,-2.1459
0.24,3.6894,-3.0569,-2.1459
0.255,3.6894,-3.0569,-2.146
0.27,3.6894,-3.0569,-2.146
0.285,3.6895,-3.0569,-2.1463
0.3,3.6896,-3.057,-2.1466
0.315,3.6896,-3.057,-2.1468
0.33,3.6896,-3.057,-2.1469
0.345,3.6896,-3.057,-2.147
0.36,3.6896,-3.057,-2.147
0.375,3.6896,-3.057,-2.1468
0.39,3.6895,-3.0569,-2.1466
0.405,3.6895,-3.0569,-2.1464
0.42,3.6895,-3.0569,-2.1462
0.435,3.6895,-3.0569,-2.146
0.45,3.6895,-3.0569,-2.1458
0.465,3.6895,-3.0569,-2.1459
0.48,3.6895,-3.057,-2.1463
0.495,3.6896,-3.057,-2.1466
0.51,3.6896,-3.057,-2.1469
0.525,3.6896,-3.057,-2.147
0.54,3.6897,-3.0569,-2.1474
0.555,3.6897,-3.0569,-2.1479
0.57,3.6897,-3.0569,-2.148
0.585,3.6897,-3.0569,-2.1481
0.6,3.6898,-3.0569,-2.1484
0.615,3.6898,-3.0569,-2.1483
0.63,3.6898,-3.0569,-2.1482
0.645,3.6897,-3.0569,-2.1481
0.66,3.6897,-3.0569,-2.148
0.675,3.6897,-3.0569,-2.1479
0.69,3.6897,-3.0569,-2.1478
0.705,3.6897,-3.0568,-2.1477
0.72,3.6897,-3.0568,-2.1475
0.735,3.6897,-3.0568,-2.1475
0.75,3.6897,-3.0568,-2.1475
0.765,3.6896,-3.0568,-2.1475
0.78,3.6896,-3.0569,-2.1475
0.795,3.6896,-3.0569,-2.1474
0.81,3.6896,-3.0569,-2.1473
0.825,3.6896,-3.057,-2.147
0.84,3.6896,-3.057,-2.1467
0.855,3.6896,-3.057,-2.1464
0.87,3.6895,-3.057,-2.1462
0.885,3.6894,-3.0569,-2.146
0.9,3.6894,-3.0569,-2.1459
0.915,3.6894,-3.0569,-2.1458
0.93,3.6894,-3.0569,-2.1458
0.945,3.6894,-3.0568,-2.1458
0.96,3.6895,-3.0569,-2.1463
0.975,3.6895,-3.0569,-2.1465
0.99,3.6896,-3.0569,-2.1468
1.005,3.6896,-3.057,-2.1471
1.02,3.6896,-3.057,-2.1471
1.035,3.6896,-3.057,-2.147
1.05,3.6896,-3.057,-2.147
1.065,3.6896,-3.057,-2.147
1.08,3.6896,-3.057,-2.147
1.095,3.6896,-3.057,-2.1469
1.11,3.6896,-3.057,-2.1468
1.125,3.6896,-3.057,-2.1466
1.14,3.6895,-3.057,-2.1464
1.155,3.6895,-3.057,-2.1462
1.17,3.6895,-3.0569,-2.1459
1.185,3.6894,-3.0569,-2.1457
1.2,3.6894,-3.0569,-2.1456
1.215,3.6894,-3.0569,-2.1455
1.23,3.6894,-3.0569,-2.1456
1.245,3.6894,-3.0569,-2.1459
1.26,3.6895,-3.0569,-2.1462
1.275,3.6895,-3.0569,-2.1464
1.29,3.6895,-3.0569,-2.1465
1.305,3.6896,-3.0569,-2.1467
1.32,3.6896,-3.057,-2.1471
1.335,3.6897,-3.057,-2.1474
1.35,3.6896,-3.057,-2.1473
1.365,3.6896,-3.0569,-2.1472
1.38,3.6895,-3.0569,-2.1471
1.395,3.6895,-3.0568,-2.147
1.41,3.6895,-3.0568,-2.147
