10.725,70,1.601,0.097
10.95,70,1.595,0.11
11.19,70,1.56,0.097
11.655,70,1.535,0.109
11.895,70,1.513,0.105
12.36,70,1.479,0.105
12.825,70,1.46,0.119
13.29,70,1.41,0.11
13.53,70,1.397,0.108
13.755,70,1.376,0.117
13.905,70,1.376,0.117
14.085,70,1.376,0.117
16.485,70,1.183,0.131
16.725,70,1.17,0.133
18.33,70,1.078,0.07
18.84,70,1.038,-0.014
19.095,70,1.006,-0.031
20.505,54,3.501,0.482
20.745,54,3.635,0.412
21,25,2.13,0.249
21.24,25,2.146,0.229
21.24,54,3.779,0.275
22.665,16,2.923,0.509
22.92,16,2.9,0.512
23.16,25,2.065,-0
23.16,54,3.779,0.058
23.4,25,2.043,-0.015
23.4,54,3.729,0.054
23.865,25,1.999,-0.026
23.865,54,3.712,0.046
25.38,25,1.914,0
25.38,54,3.593,0.046
25.62,25,1.907,0.006
26.1,54,3.545,0.048
26.34,25,1.84,-0.015
27.54,25,1.752,-0.001
29.505,25,1.63,0.007
30.945,25,1.525,-0.024
30.945,54,3.208,0.06
31.185,25,1.503,0.002
32.37,25,1.388,-0.124
32.835,25,1.382,-0.089
32.835,54,3.087,-0.045
33.075,25,1.339,-0.167
33.315,16,2.395,0.51
33.555,25,1.326,-0.177
33.555,54,3.01,-0.119
33.555,41,1.508,0.464
33.555,16,2.372,0.507
34.26,16,2.456,0.412
34.5,25,1.181,-0.35
34.5,54,2.871,-0.252
34.74,41,1.593,0.286
34.74,16,2.472,0.358
35.22,16,2.459,0.339
35.475,16,2.441,0.333
35.955,41,1.603,0.16
35.955,16,2.473,0.269
36.42,16,2.52,0.178
36.66,41,1.595,0.056
36.66,16,2.462,0.183
36.9,16,2.447,0.183
37.14,16,2.456,0.143
40.29,16,2.235,-0.133
40.56,16,2.225,-0.139
41.37,27,3.12,0.439
41.64,16,2.107,-0.231
41.64,27,3.101,0.448
42.12,16,2.017,-0.331
42.825,27,3.22,0.306
43.305,27,3.19,0.313
43.545,27,3.226,0.267
44.025,63,5.004,0.398
44.25,63,4.961,0.402
44.25,9,6.009,0.506
