0,4.2217,2.0492,1.643
0.015,4.2217,2.0491,1.6423
0.03,4.2217,2.049,1.6416
0.045,4.2217,2.0488,1.6409
0.06,4.2217,2.0486,1.64
0.075,4.2217,2.0485,1.6394
0.09,4.2219,2.0484,1.6386
0.105,4.2222,2.0482,1.6372
0.12,4.2222,2.0481,1.6368
0.135,4.2223,2.0481,1.6365
0.15,4.2224,2.0481,1.636
0.165,4.2225,2.048,1.6355
0.18,4.2225,2.048,1.6354
0.195,4.2224,2.048,1.6354
0.21,4.2224,2.048,1.6357
0.225,4.2223,2.0481,1.6361
0.24,4.2223,2.0481,1.6363
0.255,4.2223,2.0481,1.6364
0.27,4.2222,2.0481,1.6365
0.285,4.2222,2.0481,1.6375
0.3,4.2221,2.0482,1.6387
0.315,4.2221,2.0482,1.639
0.33,4.222,2.0484,1.6398
0.345,4.2218,2.0486,1.6407
0.36,4.2217,2.0488,1.6415
0.375,4.2216,2.049,1.6422
0.39,4.2216,2.0492,1.6429
0.405,4.2216,2.0494,1.6436
0.42,4.2216,2.0495,1.6443
0.435,4.2216,2.0497,1.6452
0.45,4.2216,2.0498,1.646
0.465,4.2215,2.05,1.647
0.48,4.2214,2.05,1.6475
0.495,4.2212,2.05,1.6479
0.51,4.2211,2.0501,1.6481
0.525,4.221,2.0501,1.6482
0.54,4.221,2.05,1.6481
0.555,4.2209,2.05,1.6479
0.57,4.2209,2.05,1.6478
0.585,4.2209,2.05,1.6477
0.6,4.2211,2.0499,1.6468
0.615,4.2214,2.0498,1.6458
0.63,4.2215,2.0497,1.6453
0.645,4.2216,2.0496,1.6448
0.66,4.2217,2.0496,1.6445
0.675,4.2218,2.0495,1.6443
0.69,4.2218,2.0495,1.644
0.705,4.222,2.0493,1.6433
0.72,4.2221,2.0491,1.6426
0.735,4.2221,2.0491,1.6425
0.75,4.222,2.0491,1.6424
0.765,4.2219,2.049,1.6418
0.78,4.2218,2.0487,1.6408
0.795,4.2217,2.0487,1.6405
0.81,4.2217,2.0486,1.6402
0.825,4.2218,2.0484,1.6396
0.84,4.2218,2.0483,1.639
0.855,4.2219,2.0483,1.6388
0.87,4.222,2.0483,1.6388
0.885,4.2221,2.0484,1.6388
0.9,4.2222,2.0484,1.6388
0.915,4.2222,2.0484,1.6388
0.93,4.2222,2.0485,1.6388
0.945,4.2222,2.0486,1.6388
0.96,4.222,2.0486,1.639
0.975,4.222,2.0487,1.6392
0.99,4.2219,2.0487,1.6395
1.005,4.2218,2.0487,1.6399
1.02,4.2218,2.0488,1.6405
1.035,4.2218,2.0488,1.641
1.05,4.2218,2.0489,1.6415
1.065,4.2218,2.0489,1.6417
1.08,4.2218,2.0489,1.6419
1.095,4.2218,2.0491,1.6429
1.11,4.2218,2.0492,1.6439
1.125,4.2218,2.0493,1.6444
1.14,4.2218,2.0494,1.6447
1.155,4.2218,2.0495,1.6451
1.17,4.2217,2.0496,1.6453
1.185,4.2218,2.0496,1.6451
1.2,4.2218,2.0496,1.6448
1.215,4.2218,2.0496,1.6446
1.23,4.2217,2.0496,1.6443
1.245,4.2217,2.0495,1.6442
1.26,4.2217,2.0494,1.6441
1.275,4.2217,2.0494,1.644
1.29,4.2217,2.0493,1.6441
1.305,4.2217,2.0492,1.6443
1.32,4.2217,2.0491,1.6444
1.335,4.2217,2.049,1.6445
1.35,4.2217,2.0491,1.6446
1.365,4.2218,2.0492,1.6448
1.38,4.2218,2.0492,1.6449
1.395,4.2218,2.0493,1.645
1.41,4.2217,2.0493,1.6451
1.425,4.2217,2.0494,1.6449
1.44,4.2216,2.0495,1.6447
1.455,4.2216,2.0496,1.6446
1.47,4.2216,2.0496,1.6446
1.485,4.2216,2.0496,1.6446
1.5,4.2216,2.0495,1.6446
1.515,4.2216,2.0495,1.6446
1.53,4.2217,2.0494,1.6446
1.545,4.2217,2.0493,1.6445
1.56,4.2217,2.0493,1.6443
1.575,4.2218,2.0492,1.644
1.59,4.2218,2.0491,1.6435
1.605,4.2218,2.0491,1.6433
1.62,4.2218,2.0491,1.643
1.635,4.2218,2.0491,1.6428
1.65,4.2218,2.0491,1.6426
1.665,4.2219,2.0492,1.6427
1.68,4.2219,2.0493,1.6428
1.695,4.222,2.0493,1.6429
1.71,4.222,2.0493,1.643
1.725,4.222,2.0493,1.6434
1.74,4.222,2.0494,1.6442
1.755,4.2219,2.0494,1.6448
1.77,4.2219,2.0494,1.6449
1.785,4.2218,2.0494,1.6449
1.8,4.2218,2.0494,1.6449
1.815,4.2217,2.0494,1.645
1.83,4.2216,2.0493,1.6447
1.845,4.2216,2.0493,1.6445
1.86,4.2217,2.0493,1.6444
1.875,4.2217,2.0493,1.6443
1.89,4.2217,2.0493,1.6443
1.905,4.2217,2.0493,1.6445
1.92,4.2218,2.0494,1.6446
1.935,4.2218,2.0494,1.6448
1.95,4.2218,2.0494,1.645
1.965,4.2217,2.0494,1.6451
1.98,4.2217,2.0494,1.6453
1.995,4.2216,2.0494,1.6454
2.01,4.2216,2.0494,1.6455
2.025,4.2216,2.0494,1.6456
2.04,4.2215,2.0494,1.6455
2.055,4.2215,2.0494,1.6453
2.07,4.2215,2.0494,1.645
2.085,4.2214,2.0494,1.6447
2.1,4.2214,2.0493,1.6442
2.115,4.2215,2.0493,1.6438
2.13,4.2215,2.0493,1.6434
2.145,4.2216,2.0492,1.6432
2.16,4.2218,2.0492,1.6431
2.175,4.2219,2.0492,1.643
2.19,4.222,2.0491,1.643
2.205,4.222,2.0492,1.643
2.22,4.222,2.0492,1.643
2.235,4.222,2.0493,1.643
2.25,4.222,2.0493,1.643
2.265,4.2219,2.0493,1.643
2.28,4.2218,2.0493,1.6429
2.295,4.2217,2.0493,1.6428
2.31,4.2217,2.0493,1.6427
2.325,4.2217,2.0493,1.6427
2.34,4.2217,2.0493,1.643
2.355,4.2217,2.0493,1.6434
2.37,4.2218,2.0493,1.6439
2.385,4.2218,2.0493,1.6442
2.4,4.2218,2.0493,1.6446
2.415,4.2218,2.0493,1.645
2.43,4.2218,2.0493,1.6451
2.445,4.2218,2.0494,1.6453
2.46,4.2217,2.0495,1.6456
2.475,4.2217,2.0495,1.6459
2.49,4.2217,2.0495,1.646
2.505,4.2217,2.0495,1.6463
2.52,4.2216,2.0495,1.6465
2.535,4.2216,2.0495,1.6468
2.55,4.2216,2.0495,1.6471
2.565,4.2216,2.0494,1.6472
2.58,4.2215,2.0494,1.6473
2.595,4.2215,2.0493,1.6475
2.61,4.2215,2.0493,1.6471
2.625,4.2215,2.0493,1.6468
2.64,4.2216,2.0494,1.6465
2.655,4.2216,2.0494,1.6462
2.67,4.2216,2.0494,1.6459
2.685,4.2217,2.0495,1.6455
2.7,4.2217,2.0495,1.6452
2.715,4.2217,2.0495,1.6452
2.73,4.2218,2.0495,1.6452
2.745,4.2218,2.0495,1.645
2.76,4.2218,2.0495,1.6448
2.775,4.2218,2.0494,1.6447
2.79,4.2218,2.0494,1.6445
2.805,4.2218,2.0493,1.6444
2.82,4.2218,2.0493,1.6442
2.835,4.2218,2.0493,1.6439
2.85,4.2218,2.0493,1.6436
2.865,4.2218,2.0493,1.6434
2.88,4.2219,2.0493,1.6433
2.895,4.2219,2.0493,1.6432
2.91,4.2219,2.0493,1.643
2.925,4.2219,2.0493,1.6428
2.94,4.2219,2.0494,1.6426
2.955,4.2219,2.0494,1.6427
2.97,4.2219,2.0494,1.6428
2.985,4.2219,2.0493,1.6428
3,4.2219,2.0493,1.6429
3.015,4.2219,2.0493,1.6431
3.03,4.2219,2.0493,1.6436
3.045,4.2218,2.0492,1.644
3.06,4.2218,2.0492,1.6443
3.075,4.2218,2.0492,1.6444
3.09,4.2218,2.0493,1.6446
3.105,4.2218,2.0493,1.6447
3.12,4.2218,2.0493,1.6448
3.135,4.2218,2.0493,1.6448
3.15,4.2218,2.0494,1.6448
3.165,4.2218,2.0495,1.6449
3.18,4.2218,2.0495,1.645
3.195,4.2217,2.0495,1.6452
3.21,4.2217,2.0495,1.6453
3.225,4.2217,2.0495,1.6454
3.24,4.2217,2.0494,1.6457
3.255,4.2217,2.0494,1.6464
3.27,4.2217,2.0494,1.6467
3.285,4.2217,2.0494,1.6468
3.3,4.2216,2.0494,1.6469
3.315,4.2216,2.0494,1.647
3.33,4.2216,2.0494,1.6471
3.345,4.2216,2.0494,1.647
3.36,4.2216,2.0494,1.6468
3.375,4.2216,2.0494,1.6461
3.39,4.2216,2.0494,1.6459
3.405,4.2216,2.0494,1.6456
3.42,4.2217,2.0495,1.6452
3.435,4.2217,2.0495,1.6451
3.45,4.2217,2.0495,1.645
3.465,4.2217,2.0494,1.645
3.48,4.2218,2.0494,1.6451
3.495,4.2218,2.0493,1.6451
3.51,4.2218,2.0493,1.6448
3.525,4.2218,2.0492,1.6446
3.54,4.2218,2.0492,1.6444
3.555,4.2217,2.0492,1.6443
3.57,4.2217,2.0492,1.6442
3.585,4.2218,2.0492,1.644
3.6,4.2218,2.0492,1.6435
3.615,4.2219,2.0493,1.6432
3.63,4.2219,2.0493,1.643
3.645,4.222,2.0494,1.6427
3.66,4.222,2.0495,1.6424
3.675,4.222,2.0495,1.6424
3.69,4.222,2.0495,1.6424
3.705,4.222,2.0494,1.6427
3.72,4.222,2.0494,1.6429
3.735,4.2219,2.0493,1.6431
3.75,4.2219,2.0493,1.6435
3.765,4.2219,2.0492,1.6439
3.78,4.2218,2.0491,1.6443
3.795,4.2218,2.0491,1.6444
3.81,4.2218,2.0492,1.6444
3.825,4.2218,2.0493,1.6445
3.84,4.2218,2.0493,1.6445
3.855,4.2217,2.0493,1.6444
3.87,4.2217,2.0494,1.6443
3.885,4.2217,2.0494,1.6442
3.9,4.2216,2.0494,1.6439
3.915,4.2215,2.0495,1.6437
3.93,4.2216,2.0495,1.6441
3.945,4.2217,2.0494,1.6446
3.96,4.2217,2.0494,1.645
3.975,4.2218,2.0494,1.6453
3.99,4.2218,2.0494,1.6457
4.005,4.2219,2.0494,1.6461
4.02,4.2218,2.0494,1.6465
4.035,4.2217,2.0494,1.6464
4.05,4.2217,2.0494,1.6462
4.065,4.2216,2.0494,1.646
4.08,4.2216,2.0494,1.6455
4.095,4.2216,2.0494,1.6452
4.11,4.2216,2.0494,1.6448
4.125,4.2216,2.0494,1.6448
4.14,4.2217,2.0494,1.6447
4.155,4.2217,2.0494,1.6447
4.17,4.2218,2.0494,1.6446
4.185,4.2218,2.0494,1.6445
4.2,4.2218,2.0494,1.6445
4.215,4.2218,2.0493,1.6445
4.23,4.2218,2.0493,1.6445
4.245,4.2219,2.0493,1.6444
4.26,4.2219,2.0493,1.6444
4.275,4.2219,2.0492,1.6444
