9.26,7,5.349,-0.355
9.26,14,6.448,-0.196
9.26,61,4.432,-0.039
9.26,81,3.222,0.137
9.5,7,5.349,-0.361
9.5,61,4.432,-0.039
9.5,81,3.236,0.13
9.74,81,3.2,0.135
9.74,23,3.002,0.478
9.98,7,5.349,-0.361
9.98,61,4.386,-0.044
9.98,25,7.684,0.112
9.98,81,3.176,0.136
10.22,61,4.364,-0.044
10.22,25,7.684,0.108
10.22,81,3.167,0.136
10.22,27,4.364,0.367
10.22,23,3.033,0.474
10.46,7,5.25,-0.364
10.46,61,4.364,-0.034
10.46,81,3.15,0.134
10.46,23,3.033,0.474
10.7,7,5.25,-0.367
10.7,61,4.359,-0.044
10.7,81,3.128,0.136
10.7,23,3.033,0.47
10.92,7,5.25,-0.36
10.92,70,7.684,-0.116
10.92,61,4.305,-0.042
10.92,81,3.131,0.138
11.16,61,4.298,-0.044
11.16,81,3.078,0.137
11.4,14,6.375,-0.197
11.4,61,4.298,-0.041
11.4,41,5.908,0.129
11.4,81,3.074,0.144
11.4,23,3.028,0.469
11.66,7,5.218,-0.366
11.66,61,4.278,-0.04
11.66,81,3.057,0.146
11.66,23,3.033,0.472
11.9,7,5.221,-0.37
11.9,14,6.448,-0.198
11.9,61,4.283,-0.043
11.9,41,5.908,0.128
11.9,81,3.041,0.143
11.9,16,6.304,0.31
11.9,23,3.024,0.465
12.14,7,5.202,-0.366
12.14,70,7.684,-0.111
12.14,61,4.239,-0.038
12.14,81,3.012,0.149
12.14,23,3.002,0.468
12.38,7,5.173,-0.369
12.38,23,3.033,0.465
12.62,61,4.229,-0.041
12.62,81,3.005,0.145
12.88,7,5.154,-0.376
12.88,61,4.23,-0.046
12.88,81,2.986,0.145
12.88,23,3.033,0.457
13.02,7,5.154,-0.376
13.02,61,4.23,-0.046
13.02,81,2.986,0.145
13.02,23,3.033,0.457
13.32,7,5.062,-0.382
13.32,61,4.173,-0.051
13.32,81,2.949,0.143
13.56,7,5.062,-0.383
13.56,61,4.167,-0.051
13.56,41,5.908,0.131
13.56,81,2.945,0.145
13.56,27,4.173,0.375
13.56,23,3.002,0.457
14.04,7,5.062,-0.377
14.04,61,4.106,-0.047
14.04,41,5.908,0.133
14.04,81,2.912,0.146
14.04,16,6.166,0.318
14.04,23,3.033,0.455
14.28,7,5.062,-0.376
14.28,61,4.113,-0.044
14.28,81,2.887,0.149
14.28,23,3.002,0.457
14.52,61,4.113,-0.05
14.52,41,5.908,0.134
14.52,81,2.883,0.143
14.78,61,4.098,-0.037
15.02,41,5.787,0.136
15.02,23,2.971,0.452
15.28,61,4.04,-0.04
15.28,23,2.971,0.453
15.52,61,4.055,0.037
15.52,81,2.748,0.238
15.78,70,7.446,-0.031
15.78,81,2.746,0.241
16.26,7,5.062,-0.288
16.26,14,6.448,-0.089
16.26,61,3.987,0.051
16.26,41,5.787,0.234
16.26,81,2.727,0.253
16.5,61,3.961,0.047
16.5,41,5.787,0.227
16.5,81,2.718,0.25
16.5,16,5.908,0.414
16.66,61,3.961,0.047
16.66,41,5.787,0.227
16.66,81,2.718,0.25
16.66,16,5.908,0.414
16.8,61,3.961,0.047
16.8,41,5.787,0.227
16.8,81,2.718,0.25
